AGV,Action,TPID,SolveSeq,SolveResult
968,Release,3392
953,Reserve,4009,00000439,true
953,Reserve,3921,00000440,true
953,Release,4286
954,Reserve,2517,NotCross,true
956,Reserve,3075,NotCross,true
960,Release,3799
961,Release,4518
966,Reserve,3799,00000441,true
966,Reserve,3742,00000442,true
966,Release,4012
968,Reserve,3372,00000443,true
968,Release,3388
952,Reserve,5509,NotCross,true
953,Reserve,3833,00000444,true
953,Release,4204
954,Reserve,2521,NotCross,true
955,Reserve,1871,NotCross,true
955,Reserve,2075,NotCross,true
955,Reserve,2079,00000445,true
958,Release,5641
959,Release,2902
961,Reserve,4204,00000446,true
966,Reserve,3651,00000447,true
953,Reserve,3796,00000448,true
953,Release,4143
958,Reserve,5384,00000449,true
963,Reserve,2874,NotCross,true
966,Reserve,3560,00000450,true
966,Release,3924
967,Release,3368
968,Reserve,3368,00000451,true
968,Release,3384
951,Reserve,1779,NotCross,true
951,Reserve,1983,NotCross,true
951,Reserve,2240,NotCross,true
951,Reserve,2497,00000452,true
953,Reserve,3739,00000453,true
953,Release,4076
954,Reserve,2525,00000454,true
954,Release,2509
956,Reserve,3079,NotCross,true
958,Release,5580
963,Reserve,2870,NotCross,true
966,Reserve,3484,00000455,true
966,Release,3836
953,Reserve,3648,NotCross,true
953,Release,4009
954,Reserve,2529,00000456,true
954,Release,2513
957,Reserve,1158,NotCross,true
957,Reserve,954,NotCross,true
957,Reserve,697,NotCross,true
957,Reserve,440,NotCross,true
958,Reserve,5323,00000457,true
959,Reserve,2376,NotCross,true
959,Release,2645
963,Reserve,2866,NotCross,true
966,Reserve,3416,00000458,true
966,Release,3799
968,Release,3380
952,Reserve,5448,00000459,true
953,Reserve,3557,00000460,true
954,Reserve,2533,00000461,true
954,Release,2517
958,Reserve,5286,00000462,true
958,Release,5543
961,Release,4447
963,Reserve,2862,NotCross,true
966,Reserve,3159,00000463,true
966,Reserve,2902,00000464,true
966,Release,3742
953,Reserve,3481,NotCross,true
958,Reserve,5249,00000465,true
958,Release,5506
961,Reserve,4207,00000466,true
963,Reserve,2858,NotCross,true
966,Reserve,2645,00000467,true
966,Release,3651
968,Release,3376
953,Reserve,3413,NotCross,true
954,Reserve,2537,00000468,true
954,Release,2521
955,Reserve,2083,00000469,true
957,Reserve,183,NotCross,true
958,Reserve,5188,00000470,true
958,Release,5445
959,Release,2388
961,Reserve,4208,NotCross,true
965,Reserve,5195,NotCross,true
966,Reserve,2388,00000471,true
966,Reserve,2131,00000472,true
966,Release,3560
951,Reserve,2501,00000473,true
953,Reserve,3156,00000474,true
954,Reserve,2541,00000475,true
954,Release,2525
956,Reserve,3083,NotCross,true
957,Reserve,182,NotCross,true
957,Reserve,181,NotCross,true
958,Reserve,5127,00000476,true
958,Release,5384
963,Reserve,2854,NotCross,true
964,Reserve,5748,NotCross,true
967,Release,3364
968,Reserve,3364,00000477,true
968,Reserve,3360,00000478,true
952,Reserve,5387,NotCross,true
953,Reserve,2899,NotCross,true
953,Reserve,2642,NotCross,true
954,Reserve,2545,00000479,true
954,Release,2529
957,Reserve,180,NotCross,true
958,Reserve,5060,00000480,true
958,Release,5323
959,Reserve,2372,NotCross,true
961,Release,4365
965,Reserve,5194,00000481,true
966,Release,3484
968,Release,3372
957,Reserve,179,NotCross,true
958,Reserve,5017,00000482,true
958,Release,5286
960,Reserve,3810,NotCross,true
960,Reserve,3811,00000483,true
960,Reserve,3814,00000484,true
962,Reserve,3552,NotCross,true
962,Reserve,3554,00000485,true
968,Reserve,3356,00000486,true
953,Release,3557
954,Reserve,2549,00000487,true
954,Release,2533
956,Release,2561
957,Reserve,178,NotCross,true
958,Release,5249
962,Reserve,3557,00000488,true
968,Reserve,3352,00000489,true
968,Release,3368
954,Reserve,2553,00000490,true
954,Release,2537
958,Reserve,4956,00000491,true
958,Release,5188
960,Reserve,3851,00000492,true
962,Reserve,3560,00000493,true
962,Reserve,3561,NotCross,true
966,Release,3416
968,Reserve,3348,00000494,true
968,Release,3364
951,Reserve,2505,00000495,true
952,Reserve,5326,NotCross,true
955,Reserve,2087,00000496,true
957,Reserve,177,NotCross,true
958,Reserve,4895,00000497,true
958,Release,5127
959,Release,2382
961,Release,4283
964,Reserve,5761,NotCross,true
964,Reserve,5763,NotCross,true
965,Reserve,5191,00000498,true
954,Reserve,2557,00000499,true
954,Release,2541
956,Reserve,3087,NotCross,true
957,Reserve,176,NotCross,true
958,Reserve,4834,00000500,true
959,Reserve,2368,NotCross,true
968,Reserve,3344,00000501,true
968,Release,3360
952,Reserve,5289,NotCross,true
954,Reserve,2561,00000502,true
954,Release,2545
957,Reserve,175,NotCross,true
958,Reserve,4794,00000503,true
958,Release,5060
959,Reserve,2364,NotCross,true
962,Release,3554
966,Release,3159
968,Reserve,3340,00000504,true
968,Release,3356
952,Reserve,5252,00000505,true
954,Reserve,2565,00000506,true
954,Release,2549
958,Reserve,4754,00000507,true
958,Release,5017
959,Reserve,2360,NotCross,true
962,Reserve,3571,NotCross,true
962,Reserve,3572,00000508,true
962,Release,3557
964,Reserve,5702,00000509,true
952,Release,5448
957,Reserve,174,NotCross,true
958,Reserve,4690,00000510,true
958,Release,4956
959,Reserve,2356,NotCross,true
960,Reserve,3939,00000511,true
961,Release,4201
962,Reserve,3575,NotCross,true
965,Reserve,5188,00000512,true
968,Reserve,3336,00000513,true
968,Release,3352
954,Reserve,2569,00000514,true
954,Release,2553
955,Reserve,2091,NotCross,true
957,Reserve,173,NotCross,true
958,Reserve,4625,00000515,true
958,Release,4895
962,Release,3560
966,Release,2902
968,Reserve,3332,00000516,true
968,Release,3348
951,Reserve,2509,00000517,true
954,Reserve,2573,00000518,true
954,Release,2557
956,Reserve,3091,NotCross,true
957,Reserve,172,NotCross,true
958,Reserve,4518,00000519,true
958,Release,4834
959,Reserve,2352,NotCross,true
965,Reserve,5186,NotCross,true
968,Reserve,3328,00000520,true
968,Release,3344
954,Reserve,2577,00000521,true
954,Release,2561
958,Reserve,4447,00000522,true
958,Release,4794
959,Reserve,2348,NotCross,true
962,Reserve,3666,NotCross,true
964,Reserve,5641,00000523,true
966,Release,2645
953,Reserve,2645,00000524,true
955,Release,2079
957,Reserve,171,NotCross,true
958,Release,4754
960,Reserve,4027,00000525,true
961,Release,4204
965,Release,5194
967,Reserve,2079,00000526,true
967,Reserve,1875,NotCross,true
968,Reserve,3324,00000527,true
968,Release,3340
951,Release,2497
954,Reserve,2581,00000528,true
954,Release,2565
957,Reserve,170,NotCross,true
958,Reserve,4365,00000529,true
958,Release,4690
959,Reserve,2344,00000530,true
965,Release,5191
967,Release,3107
968,Reserve,3320,00000531,true
968,Release,3336
952,Reserve,5191,00000532,true
952,Reserve,5130,NotCross,true
953,Release,3156
954,Reserve,2324,NotCross,true
955,Reserve,2095,NotCross,true
955,Release,2083
957,Reserve,169,NotCross,true
958,Reserve,4283,00000533,true
958,Release,4625
959,Reserve,2340,NotCross,true
961,Release,4207
965,Release,5188
966,Reserve,2143,00000534,true
966,Release,2388
968,Reserve,3316,00000535,true
968,Release,3332
951,Reserve,2513,00000536,true
954,Release,2569
955,Reserve,2099,NotCross,true
956,Reserve,3095,NotCross,true
958,Reserve,4201,00000537,true
959,Reserve,2083,00000538,true
960,Release,3811
962,Reserve,3757,NotCross,true
964,Reserve,5580,00000539,true
952,Reserve,5063,NotCross,true
955,Reserve,2103,NotCross,true
955,Release,2087
956,Reserve,3099,00000540,true
957,Reserve,168,NotCross,true
958,Reserve,4140,00000541,true
958,Release,4518
960,Reserve,4094,00000542,true
965,Reserve,5164,NotCross,true
967,Release,2850
968,Reserve,3312,00000543,true
968,Release,3328
954,Reserve,2067,NotCross,true
955,Reserve,2107,NotCross,true
956,Reserve,3103,NotCross,true
957,Reserve,167,NotCross,true
958,Reserve,4073,00000544,true
958,Release,4447
959,Reserve,1879,NotCross,true
963,Reserve,2850,00000545,true
963,Reserve,2846,NotCross,true
966,Release,2131
967,Release,2593
968,Reserve,3308,00000546,true
968,Release,3324
951,Release,2501
952,Reserve,5066,00000547,true
954,Reserve,1863,NotCross,true
956,Reserve,3107,00000548,true
957,Reserve,166,NotCross,true
958,Reserve,4006,00000549,true
958,Release,4365
966,Reserve,2146,00000550,true
968,Reserve,3051,NotCross,true
952,Reserve,5067,NotCross,true
955,Reserve,2111,NotCross,true
958,Reserve,3918,00000551,false
958,Release,4283
960,Release,3814
962,Reserve,3814,00000552,false
964,Reserve,5543,00000553,false
967,Release,2079
968,Release,3320
951,Reserve,2517,00000554,false
952,Release,5252
953,Reserve,2657,NotCross,true
954,Release,2573
955,Reserve,2115,NotCross,true
956,Reserve,3111,NotCross,true
957,Reserve,165,NotCross,true
958,Reserve,3918,00000555,false
958,Release,4201
960,Reserve,4161,00000556,false
962,Reserve,3814,00000557,false
963,Reserve,2842,00000558,false
964,Reserve,5543,00000559,false
951,Reserve,2517,00000560,false
951,Release,2505
956,Reserve,3115,NotCross,true
956,Release,3099
957,Reserve,164,NotCross,true
958,Reserve,3918,00000561,true
958,Reserve,3830,00000562,true
960,Reserve,4161,00000563,true
962,Reserve,3814,00000564,true
963,Reserve,2842,00000565,true
964,Reserve,5543,00000566,true
968,Reserve,2794,NotCross,true
951,Reserve,2517,00000567,true
951,Reserve,2521,00000568,true
955,Reserve,2119,NotCross,true
957,Reserve,163,NotCross,true
957,Reserve,162,NotCross,true
958,Reserve,3793,00000569,true
958,Release,4140
962,Release,3572
963,Reserve,2838,NotCross,true
963,Reserve,2834,NotCross,true
963,Release,2850
966,Reserve,2149,00000570,true
951,Release,2509
953,Reserve,2400,NotCross,true
953,Release,2645
956,Reserve,3119,NotCross,true
957,Reserve,161,NotCross,true
957,Reserve,160,NotCross,true
957,Reserve,159,NotCross,true
957,Reserve,158,NotCross,true
958,Reserve,3736,00000571,true
958,Release,4073
960,Release,3851
962,Reserve,3851,00000572,true
964,Reserve,5506,00000573,true
951,Reserve,2525,00000574,true
952,Release,5191
955,Reserve,2125,00000575,true
956,Reserve,3123,NotCross,true
956,Release,3107
957,Reserve,157,NotCross,true
957,Reserve,156,NotCross,true
957,Reserve,155,NotCross,true
957,Reserve,154,NotCross,true
958,Reserve,3645,00000576,true
958,Release,4006
960,Reserve,4222,00000577,true
961,Reserve,4208,NotCross,true
961,Reserve,4207,00000578,true
961,Reserve,4204,00000579,true
951,Reserve,2529,00000580,true
951,Release,2513
954,Release,2577
955,Reserve,2128,NotCross,true
956,Reserve,3127,NotCross,true
957,Reserve,153,NotCross,true
957,Reserve,152,NotCross,true
957,Reserve,151,NotCross,true
958,Reserve,3554,00000581,true
958,Release,3918
960,Release,3939
963,Reserve,2577,00000582,true
966,Reserve,2153,NotCross,true
968,Reserve,2537,00000583,true
968,Release,3316
951,Reserve,2533,00000584,true
951,Release,2517
955,Reserve,2131,00000585,true
957,Reserve,150,NotCross,true
957,Reserve,149,NotCross,true
957,Reserve,148,NotCross,true
958,Reserve,3478,00000586,true
958,Release,3830
959,Release,2344
960,Reserve,4304,00000587,true
961,Reserve,4201,00000588,true
963,Reserve,2320,NotCross,true
964,Release,5702
966,Reserve,2157,NotCross,true
966,Release,2143
967,Reserve,1875,NotCross,true
967,Reserve,2079,00000589,true
967,Reserve,2336,NotCross,true
967,Reserve,2593,00000590,true
953,Reserve,2143,00000591,true
953,Reserve,1939,NotCross,true
951,Release,2521
956,Reserve,3131,NotCross,true
957,Reserve,147,NotCross,true
957,Reserve,146,NotCross,true
957,Reserve,145,NotCross,true
958,Reserve,3410,00000592,true
958,Release,3793
960,Reserve,4386,00000593,true
960,Release,4027
962,Reserve,3939,00000594,true
964,Reserve,5445,00000595,true
966,Reserve,2161,NotCross,true
966,Release,2146
968,Reserve,2280,00000596,true
956,Reserve,3135,NotCross,true
957,Reserve,144,NotCross,true
957,Reserve,143,NotCross,true
960,Reserve,4468,00000597,true
960,Release,4094
964,Release,5641
966,Reserve,2165,NotCross,true
966,Release,2149
951,Release,2525
955,Release,2125
956,Reserve,3139,NotCross,true
957,Reserve,142,NotCross,true
957,Reserve,141,NotCross,true
957,Reserve,140,NotCross,true
958,Release,3736
960,Reserve,4539,00000598,true
960,Release,4161
961,Reserve,4140,00000599,true
964,Reserve,5384,00000600,true
966,Reserve,2169,NotCross,true
967,Reserve,2850,00000601,true
957,Reserve,139,NotCross,true
957,Reserve,138,NotCross,true
957,Reserve,137,NotCross,true
960,Reserve,4646,00000602,true
960,Release,4222
963,Reserve,2063,NotCross,true
963,Release,2842
964,Reserve,5323,00000603,true
964,Release,5580
966,Reserve,1965,NotCross,true
967,Reserve,3107,00000604,true
968,Reserve,2023,NotCross,true
968,Release,3312
954,Release,2581
956,Reserve,3143,NotCross,true
957,Reserve,136,NotCross,true
957,Reserve,135,NotCross,true
957,Reserve,134,NotCross,true
960,Reserve,4711,00000605,true
960,Release,4304
962,Reserve,4027,00000606,true
963,Reserve,1859,NotCross,true
964,Reserve,5286,00000607,true
964,Release,5543
967,Reserve,3364,00000608,true
968,Reserve,1819,NotCross,true
955,Release,2131
956,Reserve,3147,NotCross,true
957,Reserve,133,NotCross,true
957,Reserve,132,NotCross,true
957,Reserve,131,NotCross,true
959,Release,2340
960,Reserve,4775,00000609,true
960,Release,4386
964,Reserve,5249,00000610,true
964,Release,5506
965,Reserve,5186,NotCross,true
965,Reserve,5188,00000611,true
954,Release,2324
957,Reserve,130,NotCross,true
957,Reserve,129,NotCross,true
957,Reserve,128,NotCross,true
958,Release,3645
960,Release,4468
961,Reserve,4073,00000612,true
962,Reserve,4094,00000613,true
964,Release,5445
965,Reserve,5191,00000614,true
956,Reserve,3153,NotCross,true
957,Reserve,127,NotCross,true
957,Reserve,126,NotCross,true
957,Reserve,125,NotCross,true
958,Reserve,3404,00000615,true
959,Release,2083
960,Reserve,4815,00000616,true
962,Reserve,4161,00000617,true
962,Release,3814
964,Release,5384
965,Reserve,5194,00000618,true
967,Reserve,3360,00000619,true
967,Release,2079
956,Reserve,3156,00000620,true
957,Reserve,124,NotCross,true
957,Reserve,123,NotCross,true
957,Reserve,122,NotCross,true
960,Reserve,4855,00000621,true
960,Release,4539
962,Reserve,4222,00000622,true
962,Release,3851
956,Reserve,3159,00000623,true
957,Reserve,121,NotCross,true
957,Reserve,120,NotCross,true
957,Reserve,119,NotCross,true
960,Reserve,4916,00000624,true
960,Release,4646
961,Release,4207
962,Reserve,4304,00000625,true
962,Release,3939
968,Release,3308
957,Reserve,118,NotCross,true
957,Reserve,117,NotCross,true
957,Reserve,116,NotCross,true
958,Release,3554
960,Reserve,4977,00000626,true
960,Release,4711
961,Reserve,4006,00000627,true
962,Reserve,4386,00000628,true
962,Release,4027
964,Release,5323
965,Reserve,5133,00000629,true
967,Release,2336
952,Release,5066
957,Reserve,115,NotCross,true
957,Reserve,114,NotCross,true
960,Reserve,5038,00000630,true
960,Release,4775
962,Reserve,4468,00000631,true
962,Release,4094
957,Reserve,113,NotCross,true
957,Reserve,112,NotCross,true
957,Reserve,111,NotCross,true
958,Reserve,3400,00000632,true
960,Reserve,5081,00000633,true
960,Release,4815
962,Reserve,4539,00000634,true
962,Release,4161
967,Reserve,3356,00000635,true
956,Reserve,3171,NotCross,true
957,Reserve,110,NotCross,true
960,Reserve,5148,00000636,true
960,Release,4855
961,Release,4204
962,Release,4222
967,Release,2593
956,Reserve,3428,NotCross,true
956,Release,3156
958,Release,3478
960,Reserve,5209,00000637,true
960,Release,4916
961,Reserve,3918,00000638,true
962,Reserve,4646,00000639,true
962,Release,4304
960,Reserve,5270,00000640,true
960,Release,4977
962,Reserve,4711,00000641,true
962,Release,4386
965,Reserve,5066,00000642,true
967,Release,2850
968,Release,2537
951,Reserve,2537,00000643,true
951,Reserve,2541,NotCross,true
954,Reserve,1863,NotCross,true
954,Reserve,2067,NotCross,true
954,Reserve,2324,00000644,true
954,Reserve,2581,00000645,true
956,Release,3159
960,Release,5038
962,Reserve,4775,00000646,true
962,Release,4468
963,Release,2577
968,Release,2280
958,Reserve,3396,00000647,true
959,Reserve,1879,NotCross,true
959,Reserve,2083,00000648,true
959,Reserve,2087,00000649,true
960,Reserve,5307,00000650,true
961,Release,4201
962,Reserve,4815,00000651,true
965,Release,5188
953,Release,2143
955,Reserve,2143,00000652,true
955,Reserve,2146,00000653,true
955,Reserve,2149,00000654,true
958,Release,3410
960,Reserve,5344,00000655,true
960,Release,5081
961,Reserve,3830,00000656,true
962,Reserve,4855,00000657,true
962,Release,4539
964,Reserve,5188,00000658,true
964,Reserve,5127,00000659,true
967,Reserve,3352,00000660,true
967,Release,3107
951,Reserve,2545,NotCross,true
952,Reserve,5077,NotCross,true
952,Reserve,5078,NotCross,true
952,Reserve,5081,00000661,true
956,Reserve,3496,NotCross,true
960,Reserve,5405,00000662,true
960,Release,5148
962,Reserve,4916,00000663,true
962,Release,4646
963,Release,2320
957,Reserve,109,NotCross,true
957,Reserve,108,NotCross,true
957,Reserve,107,NotCross,true
957,Reserve,106,NotCross,true
957,Reserve,105,NotCross,true
957,Reserve,104,NotCross,true
957,Reserve,103,NotCross,true
957,Reserve,102,NotCross,true
960,Reserve,5466,00000664,true
960,Release,5209
962,Reserve,4977,00000665,true
962,Release,4711
964,Reserve,5060,00000666,true
965,Reserve,5023,00000667,true
951,Reserve,2549,NotCross,true
951,Reserve,2553,NotCross,true
951,Release,2537
954,Reserve,2585,00000668,true
955,Reserve,2406,00000669,true
960,Reserve,5527,00000670,true
960,Release,5270
961,Release,4140
962,Reserve,5038,00000671,true
962,Release,4775
964,Release,5286
967,Release,3364
952,Reserve,5148,00000672,true
957,Reserve,101,NotCross,true
960,Reserve,5564,00000673,true
960,Release,5307
961,Reserve,3793,00000674,true
962,Release,4815
964,Reserve,5017,00000675,true
964,Release,5249
951,Reserve,2557,NotCross,true
955,Reserve,2663,00000676,true
956,Reserve,3572,00000677,true
957,Reserve,100,NotCross,true
958,Reserve,3392,00000678,true
959,Reserve,2091,00000679,true
960,Reserve,5601,00000680,true
960,Release,5344
961,Release,4073
962,Release,4855
964,Reserve,4956,00000681,true
964,Release,5188
967,Reserve,3348,00000682,true
951,Reserve,2561,00000683,true
957,Reserve,99,NotCross,true
957,Reserve,98,NotCross,true
957,Reserve,97,NotCross,true
958,Release,3404
961,Reserve,3736,00000684,true
964,Reserve,4895,00000685,true
964,Release,5127
965,Reserve,4962,00000686,true
968,Reserve,1819,NotCross,true
968,Reserve,2023,NotCross,true
968,Reserve,2280,00000687,true
968,Reserve,2537,00000688,true
953,Reserve,1939,NotCross,true
957,Reserve,96,NotCross,true
957,Reserve,95,NotCross,true
957,Reserve,94,NotCross,true
957,Reserve,93,NotCross,true
957,Reserve,92,NotCross,true
960,Release,5405
961,Reserve,3645,00000689,true
961,Release,4006
962,Release,4916
964,Reserve,4834,00000690,true
965,Release,5194
954,Reserve,2589,00000691,true
951,Reserve,2565,NotCross,true
955,Reserve,2920,00000692,true
957,Reserve,91,NotCross,true
957,Reserve,90,NotCross,true
957,Reserve,89,NotCross,true
958,Reserve,3388,00000693,true
958,Release,3400
960,Reserve,5598,NotCross,true
961,Reserve,3554,00000694,true
961,Release,3918
964,Reserve,4794,00000695,true
964,Release,5060
967,Release,3360
952,Reserve,5209,00000696,true
951,Reserve,2569,NotCross,true
951,Release,2553
956,Reserve,3663,00000697,true
957,Reserve,346,NotCross,true
958,Reserve,3384,00000698,true
960,Reserve,5597,NotCross,true
961,Reserve,3478,00000699,true
961,Release,3830
963,Reserve,1859,NotCross,true
963,Reserve,2063,NotCross,true
963,Reserve,2320,00000700,true
963,Reserve,2577,00000701,true
964,Reserve,4754,00000702,true
964,Release,5017
966,Reserve,1965,NotCross,true
966,Reserve,2169,NotCross,true
966,Reserve,2426,NotCross,true
966,Reserve,2683,NotCross,true
968,Reserve,2794,NotCross,true
951,Reserve,2573,NotCross,true
955,Reserve,3177,00000703,true
958,Reserve,3380,00000704,true
958,Release,3396
964,Reserve,4690,00000705,true
964,Release,4956
965,Reserve,4901,NotCross,true
967,Reserve,3344,00000706,true
967,Release,3356
968,Reserve,3051,NotCross,true
955,Release,2143
958,Reserve,3376,00000707,true
958,Release,3392
959,Reserve,2095,00000708,true
960,Release,5466
961,Release,3793
964,Reserve,4625,00000709,true
964,Release,4895
967,Reserve,3340,00000710,true
953,Reserve,2143,00000711,true
953,Reserve,2400,NotCross,true
953,Reserve,2657,00000712,true
953,Reserve,2914,NotCross,true
951,Release,2561
958,Reserve,3372,00000713,true
958,Release,3388
961,Reserve,3481,NotCross,true
964,Reserve,4518,00000714,true
964,Release,4834
966,Reserve,2940,NotCross,true
967,Reserve,3336,00000715,true
967,Release,3352
952,Reserve,5270,00000716,true
955,Reserve,3434,00000717,true
956,Reserve,3754,NotCross,true
957,Reserve,603,NotCross,true
964,Release,4794
966,Reserve,3197,NotCross,true
967,Reserve,3332,00000718,true
967,Release,3348
968,Reserve,3055,NotCross,true
954,Reserve,2593,00000719,true
954,Release,2324
956,Release,3171
958,Reserve,3368,00000720,true
958,Release,3384
959,Release,2083
964,Reserve,4447,00000721,true
964,Release,4754
965,Reserve,4840,NotCross,true
966,Reserve,3454,NotCross,true
967,Reserve,3075,00000722,true
955,Release,2146
958,Reserve,3364,00000723,true
958,Release,3380
960,Release,5527
961,Release,3736
964,Reserve,4365,00000724,true
964,Release,4690
965,Reserve,4800,NotCross,true
956,Release,3428
957,Reserve,860,NotCross,true
959,Reserve,2099,00000725,true
961,Reserve,3484,00000726,true
964,Reserve,4283,00000727,true
964,Release,4625
965,Reserve,4760,00000728,true
965,Reserve,4696,NotCross,true
967,Release,3344
954,Release,2581
952,Reserve,5307,00000729,true
955,Reserve,3502,00000730,true
956,Reserve,3811,00000731,true
957,Reserve,1064,NotCross,true
958,Reserve,3360,00000732,true
958,Release,3376
961,Reserve,3485,NotCross,true
963,Reserve,2581,00000733,true
964,Reserve,4201,00000734,true
965,Reserve,4631,NotCross,true
966,Reserve,3450,NotCross,true
967,Reserve,2818,00000735,true
958,Reserve,3356,00000736,true
958,Release,3372
964,Reserve,4140,00000737,true
964,Release,4518
968,Reserve,3059,NotCross,true
954,Reserve,2597,00000738,true
952,Release,5081
955,Release,2149
958,Reserve,3099,00000739,true
959,Release,2087
960,Release,5564
961,Release,3645
962,Reserve,5081,00000740,true
965,Reserve,4524,NotCross,true
964,Reserve,4073,00000741,true
964,Release,4447
968,Release,2280
956,Release,3496
958,Release,3368
965,Reserve,4453,NotCross,true
964,Reserve,4006,00000742,true
964,Release,4365
952,Reserve,5344,00000743,true
955,Reserve,3578,00000744,true
955,Release,2406
956,Reserve,3848,00000745,true
956,Release,3572
959,Reserve,2103,00000746,true
959,Release,2091
967,Reserve,2561,00000747,true
967,Release,3340
965,Reserve,4371,NotCross,true
965,Release,4760
964,Reserve,3918,00000748,true
964,Release,4283
968,Release,2537
954,Release,2585
956,Reserve,3936,NotCross,true
958,Reserve,2842,00000749,true
959,Reserve,2107,00000750,true
963,Reserve,2585,00000751,true
965,Reserve,4289,NotCross,true
966,Reserve,3446,NotCross,true
964,Reserve,3830,00000752,true
964,Release,4201
953,Release,2143
956,Reserve,4024,NotCross,true
956,Reserve,4023,NotCross,true
956,Release,3663
959,Reserve,2111,00000753,true
959,Release,2095
960,Release,5601
961,Release,3554
962,Release,4977
967,Reserve,2304,00000754,true
965,Reserve,4207,00000755,true
964,Reserve,3793,00000756,true
964,Release,4140
954,Reserve,2601,00000757,true
954,Release,2589
952,Release,5148
955,Release,2663
959,Reserve,2115,00000758,true
959,Release,2099
962,Reserve,5148,00000759,true
965,Reserve,4146,NotCross,true
964,Reserve,3736,00000760,true
964,Release,4073
968,Reserve,3063,NotCross,true
954,Reserve,2605,00000761,true
952,Reserve,5405,00000762,true
955,Reserve,3669,00000763,true
955,Release,2920
958,Release,3364
962,Release,5038
963,Reserve,2589,00000764,true
963,Release,2320
965,Reserve,4079,NotCross,true
964,Reserve,3645,00000765,true
964,Release,4006
954,Reserve,2609,00000766,true
954,Release,2593
952,Release,5209
955,Release,3177
959,Reserve,2119,00000767,true
959,Release,2103
962,Reserve,5209,00000768,true
967,Reserve,2047,00000769,true
967,Release,3336
965,Reserve,4012,00000770,true
964,Reserve,3554,00000771,true
964,Release,3918
954,Reserve,2613,00000772,true
954,Release,2597
952,Reserve,5466,00000773,true
952,Reserve,5527,00000774,true
952,Release,5270
955,Reserve,3760,00000775,true
955,Reserve,3817,00000776,true
955,Release,3434
959,Release,2107
961,Release,3478
962,Reserve,5270,00000777,true
967,Reserve,1843,00000778,true
965,Reserve,3924,NotCross,true
964,Reserve,3478,00000779,true
964,Release,3830
953,Reserve,2902,00000780,true
953,Release,2657
955,Reserve,3854,00000781,true
955,Release,3502
959,Reserve,2125,00000782,true
962,Reserve,5267,NotCross,true
963,Release,2577
965,Reserve,3836,NotCross,true
966,Reserve,3442,NotCross,true
964,Reserve,3410,00000783,true
954,Reserve,2617,NotCross,true
954,Release,2601
952,Release,5307
951,Reserve,2577,00000784,true
955,Reserve,3942,NotCross,true
955,Release,3578
956,Release,3811
959,Reserve,2128,00000785,true
959,Release,2111
962,Reserve,5266,NotCross,true
962,Release,5081
965,Reserve,3799,NotCross,true
965,Release,4207
964,Release,3793
968,Reserve,3067,00000786,true
952,Reserve,5524,NotCross,true
954,Reserve,2621,NotCross,true
954,Release,2605
955,Reserve,4030,NotCross,true
955,Release,3669
958,Release,3360
959,Reserve,2131,00000787,true
959,Release,2115
963,Reserve,2593,00000788,true
964,Release,3736
952,Reserve,5523,NotCross,true
955,Reserve,4097,NotCross,true
955,Release,3760
959,Release,2119
965,Reserve,3742,NotCross,true
953,Reserve,2899,NotCross,true
954,Reserve,2625,NotCross,true
954,Release,2609
955,Reserve,4164,NotCross,true
955,Release,3817
967,Release,3332
965,Reserve,3651,NotCross,true
965,Release,4012
952,Release,5344
954,Reserve,2629,NotCross,true
954,Release,2613
955,Reserve,4225,NotCross,true
955,Release,3854
956,Release,3848
959,Release,2125
961,Release,3484
963,Release,2581
965,Reserve,3560,00000789,true
966,Reserve,3438,NotCross,true
951,Reserve,2581,00000790,true
954,Reserve,2633,NotCross,true
955,Reserve,4307,NotCross,true
959,Reserve,2143,00000791,true
959,Release,2128
965,Reserve,3484,00000792,true
967,Release,3075
968,Reserve,3071,NotCross,true
955,Reserve,4389,NotCross,true
959,Reserve,2146,00000793,true
959,Release,2131
960,Reserve,5587,NotCross,true
960,Reserve,5586,NotCross,true
960,Reserve,5583,NotCross,true
962,Release,5148
963,Reserve,2597,00000794,true
963,Release,2585
964,Reserve,3404,00000795,true
964,Release,3645
965,Reserve,3416,00000796,true
965,Reserve,3159,00000797,true
968,Reserve,3075,00000798,true
951,Reserve,2585,00000799,true
953,Reserve,2896,NotCross,true
954,Reserve,2639,NotCross,true
955,Reserve,4471,NotCross,true
956,Reserve,4013,NotCross,true
959,Reserve,2149,00000800,true
963,Reserve,2601,00000801,true
968,Reserve,3079,00000802,true
951,Release,2577
952,Release,5405
954,Reserve,2642,NotCross,true
956,Reserve,4012,00000803,true
959,Reserve,2406,00000804,true
960,Reserve,5546,NotCross,true
963,Reserve,2605,00000805,true
963,Release,2589
967,Release,2818
968,Reserve,3083,00000806,true
968,Release,3067
951,Reserve,2589,00000807,true
954,Reserve,2645,00000808,true
955,Reserve,4542,NotCross,true
963,Reserve,2609,00000809,true
963,Release,2593
966,Reserve,3434,00000810,true
967,Release,2561
951,Reserve,2593,00000811,true
951,Release,2581
953,Reserve,2890,NotCross,true
955,Reserve,4649,NotCross,true
962,Release,5209
964,Release,3554
965,Release,3560
966,Reserve,3431,00000812,true
967,Release,2304
968,Reserve,3087,00000813,true
953,Reserve,2886,NotCross,true
953,Release,2902
955,Reserve,4714,NotCross,true
957,Reserve,1851,NotCross,true
