AGV,Action,TPID,SolveSeq,SolveResult
954,Release,3312
956,Reserve,3413,00000086,true
956,Release,3796
955,Reserve,4143,00000087,true
955,Reserve,4076,00000088,true
955,Release,4368
957,Reserve,4368,00000089,true
960,Reserve,4901,00000090,true
960,Release,5066
961,Reserve,5041,NotCross,true
959,Reserve,4631,00000091,true
963,Reserve,4834,00000092,true
963,Release,5060
965,Reserve,5066,00000093,true
967,Reserve,5127,00000094,true
952,Reserve,4815,NotCross,true
953,Reserve,4158,NotCross,true
956,Reserve,3156,00000095,true
956,Reserve,2899,00000096,true
956,Release,3739
955,Reserve,4009,00000097,true
958,Reserve,5270,00000098,true
962,Release,4453
959,Reserve,4524,00000099,true
959,Release,4840
963,Reserve,4794,00000100,true
967,Reserve,5060,00000101,true
967,Release,5323
968,Reserve,5323,00000102,true
968,Release,5506
951,Reserve,3396,00000103,true
954,Reserve,3292,00000104,true
954,Release,3308
957,Release,4628
958,Release,5038
960,Reserve,4840,00000105,true
959,Reserve,4453,00000106,true
959,Release,4800
963,Reserve,4754,00000107,true
963,Reserve,4690,00000108,true
963,Release,5017
965,Release,5255
966,Reserve,5255,00000109,true
967,Reserve,5017,00000110,true
967,Release,5286
968,Reserve,5286,00000111,true
951,Release,3410
952,Release,4539
954,Reserve,3288,00000112,true
954,Release,3304
956,Release,3648
962,Release,4371
960,Reserve,4800,00000113,true
960,Release,5023
959,Reserve,4371,00000114,true
959,Release,4760
963,Reserve,4625,00000115,true
963,Release,4956
965,Reserve,5023,00000116,true
965,Release,5194
966,Reserve,5194,00000117,true
967,Reserve,4956,00000118,true
967,Release,5249
968,Reserve,5249,00000119,true
968,Release,5445
953,Release,4146
956,Reserve,2896,00000120,true
955,Release,4286
957,Reserve,4286,00000121,true
962,Reserve,4146,00000122,true
962,Reserve,4079,00000123,true
962,Reserve,4012,00000124,true
960,Reserve,4760,00000125,true
960,Release,4962
959,Release,4696
963,Release,4895
965,Reserve,4962,00000126,true
967,Reserve,4895,00000127,true
967,Release,5188
968,Reserve,5188,00000128,true
968,Release,5384
952,Reserve,4855,NotCross,true
953,Reserve,4161,NotCross,true
954,Reserve,3284,00000129,true
954,Release,3300
956,Release,3557
955,Reserve,3921,00000130,true
958,Reserve,5307,00000131,true
958,Release,5081
960,Reserve,4696,00000132,true
961,Reserve,5084,NotCross,true
963,Reserve,4518,00000133,true
963,Release,4834
965,Release,5133
967,Release,5127
968,Reserve,5127,00000134,true
968,Release,5323
952,Reserve,4916,NotCross,true
954,Reserve,3280,00000135,true
954,Release,3296
955,Release,4204
957,Reserve,4204,00000136,true
958,Reserve,5344,00000137,true
962,Release,4289
959,Reserve,4289,00000138,true
959,Release,4631
963,Reserve,4447,00000139,true
963,Release,4794
966,Release,5390
967,Reserve,4834,00000140,true
952,Reserve,4977,00000141,true
952,Reserve,5038,00000142,true
953,Reserve,4164,NotCross,true
954,Reserve,3276,00000143,true
954,Release,3292
955,Reserve,3833,00000144,true
958,Reserve,5405,00000145,true
958,Reserve,5466,00000146,true
958,Release,5148
962,Reserve,3924,00000147,true
961,Reserve,5151,NotCross,true
963,Reserve,4365,00000148,true
963,Release,4754
966,Reserve,5133,00000149,true
967,Reserve,4794,00000150,true
967,Release,5060
968,Reserve,5060,00000151,true
968,Release,5286
951,Reserve,3392,00000152,true
952,Release,4775
955,Reserve,3796,00000153,true
955,Release,4143
957,Reserve,4143,00000154,true
957,Release,4450
958,Reserve,5527,00000155,true
958,Release,5209
962,Reserve,3836,00000156,true
962,Reserve,3799,00000157,true
962,Release,4207
960,Release,4901
961,Reserve,5212,00000158,true
961,Reserve,5273,00000159,true
959,Reserve,4207,00000160,true
959,Release,4524
963,Reserve,4283,00000161,true
963,Release,4690
964,Reserve,5209,00000162,true
965,Reserve,4901,00000163,true
965,Reserve,4898,NotCross,true
967,Reserve,4754,00000164,true
967,Release,5017
968,Reserve,5017,00000165,true
968,Release,5249
951,Release,3404
952,Reserve,5081,00000166,true
953,Reserve,4225,NotCross,true
954,Reserve,3272,00000167,true
954,Release,3288
956,Release,3481
955,Reserve,3739,00000168,true
955,Release,4076
957,Reserve,4076,00000169,true
957,Release,4368
958,Reserve,5564,00000170,true
958,Release,5270
962,Reserve,3742,00000171,true
962,Release,4146
960,Reserve,4631,00000172,true
959,Reserve,4146,00000173,true
959,Release,4453
963,Reserve,4201,00000174,true
963,Release,4625
965,Release,5066
966,Release,5329
967,Reserve,4690,00000175,true
967,Release,4956
968,Reserve,4956,00000176,true
968,Release,5188
952,Reserve,5148,00000177,true
954,Reserve,3268,00000178,true
954,Release,3284
955,Reserve,3648,00000179,true
955,Release,4009
957,Reserve,4009,00000180,true
958,Release,5307
962,Reserve,3651,00000181,true
962,Release,4079
960,Release,4840
959,Reserve,4079,00000182,true
963,Reserve,4140,00000183,true
963,Release,4518
967,Reserve,4625,00000184,true
967,Release,4895
968,Reserve,4895,00000185,true
968,Release,5127
951,Reserve,3388,00000186,true
951,Release,3400
954,Reserve,3264,NotCross,true
954,Release,3280
955,Reserve,3557,00000187,true
955,Release,3921
957,Reserve,3921,00000188,true
957,Release,4286
958,Reserve,5601,00000189,true
958,Release,5344
962,Reserve,3560,00000190,true
962,Release,4012
960,Reserve,4524,00000191,true
960,Release,4800
959,Reserve,4012,00000192,true
959,Release,4371
963,Reserve,4073,00000193,true
966,Reserve,5066,00000194,true
966,Release,5292
967,Reserve,4518,00000195,true
967,Release,4834
968,Reserve,4834,00000196,true
951,Reserve,3384,00000197,true
952,Release,4977
956,Reserve,2890,00000198,true
955,Reserve,3481,00000199,true
955,Release,3833
957,Reserve,3833,00000200,true
957,Release,4204
958,Reserve,5662,00000201,true
958,Release,5405
962,Release,3924
960,Reserve,4453,00000202,true
960,Release,4760
961,Reserve,5270,00000203,true
959,Reserve,3924,00000204,true
959,Release,4289
963,Reserve,4006,00000205,true
963,Release,4447
966,Release,5255
967,Reserve,4447,00000206,true
967,Release,4794
968,Reserve,4794,00000207,true
968,Release,5060
951,Reserve,3380,00000208,true
951,Release,3396
953,Reserve,4307,NotCross,true
954,Reserve,3260,NotCross,true
954,Release,3276
956,Release,3413
955,Reserve,3413,00000209,true
955,Release,3796
957,Reserve,3796,00000210,true
957,Release,4143
958,Reserve,5723,NotCross,true
958,Release,5466
960,Reserve,4371,00000211,true
960,Release,4696
959,Release,4207
963,Reserve,3918,00000212,true
963,Release,4365
967,Reserve,4365,00000213,true
967,Release,4754
968,Reserve,4754,00000214,true
968,Release,5017
951,Reserve,3376,00000215,true
951,Release,3392
952,Release,5038
954,Reserve,3256,NotCross,true
954,Release,3272
957,Release,4076
962,Release,3836
960,Reserve,4289,00000216,true
960,Release,4631
959,Reserve,3836,00000217,true
959,Release,4146
963,Reserve,3830,00000218,true
963,Release,4283
966,Release,5194
967,Reserve,4283,00000219,true
967,Release,4690
968,Reserve,4690,00000220,true
968,Release,4956
951,Reserve,3372,00000221,true
951,Release,3388
955,Release,3739
957,Reserve,3739,00000222,true
958,Release,5527
960,Reserve,4207,00000223,true
963,Release,4201
965,Release,5023
966,Reserve,5023,00000224,true
967,Release,4625
968,Reserve,4625,00000225,true
968,Release,4895
954,Reserve,3252,NotCross,true
954,Reserve,2995,NotCross,true
954,Release,3268
956,Release,3156
955,Reserve,3156,00000226,true
957,Release,4009
958,Reserve,5720,NotCross,true
960,Reserve,4146,00000227,true
960,Release,4524
961,Reserve,5267,NotCross,true
959,Release,4079
963,Reserve,3793,00000228,true
963,Release,4140
965,Reserve,4895,00000229,true
965,Reserve,4893,NotCross,true
967,Reserve,4201,00000230,true
968,Release,4834
951,Reserve,3368,00000231,true
951,Release,3384
953,Reserve,4389,NotCross,true
956,Reserve,2886,00000232,true
955,Release,3648
957,Reserve,3648,00000233,true
958,Reserve,5719,NotCross,true
960,Reserve,4079,00000234,true
960,Release,4453
961,Reserve,5266,NotCross,true
963,Reserve,3736,00000235,true
963,Release,4073
967,Reserve,4140,00000236,true
967,Release,4518
968,Reserve,4518,00000237,true
968,Release,4794
951,Reserve,3364,00000238,true
951,Release,3380
957,Release,3921
962,Release,3799
959,Reserve,3799,00000239,true
963,Reserve,3645,00000240,true
963,Release,4006
966,Release,5133
967,Reserve,4073,00000241,true
967,Release,4447
968,Reserve,4447,00000242,true
968,Release,4754
956,Release,2899
955,Reserve,2899,00000243,true
957,Release,3833
958,Release,5564
960,Release,4371
959,Release,4012
963,Reserve,3554,00000244,true
963,Release,3918
965,Release,4962
966,Reserve,4962,00000245,true
967,Reserve,4006,00000246,true
967,Release,4365
968,Reserve,4365,00000247,true
968,Release,4690
951,Reserve,3360,00000248,true
951,Release,3376
954,Reserve,2738,NotCross,true
955,Release,3557
957,Reserve,3557,00000249,true
960,Reserve,4012,00000250,true
960,Release,4289
963,Reserve,3478,00000251,true
963,Release,3830
967,Reserve,3918,00000252,true
967,Release,4283
968,Reserve,4283,00000253,true
968,Release,4625
951,Reserve,3356,00000254,true
951,Release,3372
953,Reserve,4471,NotCross,true
963,Reserve,3410,00000255,true
963,Reserve,3153,NotCross,true
963,Release,3793
967,Reserve,3830,00000256,true
967,Release,4201
968,Reserve,4201,00000257,true
951,Reserve,3352,00000258,true
951,Release,3368
956,Reserve,2882,00000259,true
957,Release,3796
962,Release,3742
959,Reserve,3742,00000260,true
963,Release,3736
966,Release,5066
967,Reserve,3793,00000261,true
967,Release,4140
968,Reserve,4140,00000262,true
968,Release,4518
954,Reserve,2481,NotCross,true
956,Release,2896
955,Reserve,2896,00000263,true
958,Release,5601
960,Release,4207
961,Release,5212
959,Release,3924
963,Release,3645
964,Reserve,5212,00000264,true
965,Release,4901
966,Reserve,4901,00000265,true
966,Reserve,4840,00000266,true
967,Reserve,3736,00000267,true
967,Release,4073
968,Reserve,4073,00000268,true
968,Release,4447
951,Reserve,3348,00000269,true
951,Release,3364
955,Release,3481
957,Reserve,3481,00000270,true
960,Reserve,3924,00000271,true
966,Reserve,4800,00000272,true
967,Reserve,3645,00000273,true
967,Release,4006
968,Reserve,4006,00000274,true
968,Release,4365
951,Reserve,3344,00000275,true
951,Release,3360
954,Reserve,2224,NotCross,true
963,Release,3554
966,Reserve,4760,00000276,true
966,Release,5023
967,Reserve,3554,00000277,true
967,Release,3918
968,Reserve,3918,00000278,true
968,Release,4283
951,Reserve,3340,00000279,true
951,Release,3356
953,Reserve,4542,NotCross,true
956,Reserve,2878,00000280,true
957,Release,3739
960,Release,4146
966,Reserve,4696,00000281,true
966,Release,4962
968,Release,4201
956,Reserve,2874,00000282,true
956,Release,2890
955,Reserve,2890,00000283,true
958,Release,5662
961,Release,5273
964,Reserve,5273,00000284,true
964,Reserve,5310,NotCross,true
966,Reserve,4631,00000285,true
966,Release,4901
967,Release,3830
968,Reserve,3830,00000286,true
951,Reserve,3336,00000287,true
951,Release,3352
954,Reserve,1967,NotCross,true
956,Reserve,2870,00000288,true
956,Release,2886
955,Release,3413
957,Reserve,3413,00000289,true
964,Reserve,5347,NotCross,true
966,Reserve,4524,00000290,true
966,Release,4840
967,Release,3793
968,Release,4140
951,Reserve,3332,00000291,true
951,Release,3348
954,Reserve,1763,NotCross,true
965,Release,4895
966,Reserve,4453,00000292,true
966,Release,4800
968,Reserve,3793,00000293,true
968,Release,4073
953,Reserve,4539,00000294,true
956,Reserve,2866,00000295,true
956,Release,2882
957,Release,3648
958,Reserve,5709,NotCross,true
966,Reserve,4371,00000296,true
966,Release,4760
951,Reserve,3328,00000297,true
951,Release,3344
956,Reserve,2862,00000298,true
956,Release,2878
955,Release,3156
957,Reserve,3156,00000299,true
961,Release,5270
964,Release,5209
966,Reserve,4289,00000300,true
966,Release,4696
968,Release,4006
951,Reserve,3324,00000301,true
951,Release,3340
952,Reserve,5209,00000302,true
952,Reserve,5270,00000303,true
952,Reserve,5307,00000304,true
955,Reserve,2886,00000305,true
958,Reserve,5708,NotCross,true
964,Reserve,5408,NotCross,true
965,Reserve,4871,NotCross,true
966,Release,4631
951,Reserve,3320,00000306,true
951,Release,3336
956,Reserve,2858,00000307,true
956,Release,2874
957,Release,3557
962,Reserve,3557,00000308,true
966,Reserve,4207,00000309,true
952,Release,5081
953,Reserve,4536,NotCross,true
956,Reserve,2854,00000310,true
956,Release,2870
955,Release,2899
957,Reserve,2899,00000311,true
957,Reserve,2642,NotCross,true
957,Reserve,2645,00000312,true
966,Reserve,4146,00000313,true
966,Release,4524
951,Reserve,3316,00000314,true
951,Release,3332
953,Reserve,4535,NotCross,true
956,Reserve,2850,00000315,true
956,Release,2866
964,Release,5212
966,Release,4453
951,Reserve,3312,00000316,true
951,Release,3328
952,Reserve,5344,00000317,true
952,Release,5148
958,Reserve,5705,NotCross,true
964,Reserve,5469,NotCross,true
951,Release,3324
952,Reserve,5405,00000318,true
952,Reserve,5466,00000319,true
952,Release,5209
956,Reserve,2846,00000320,true
956,Release,2862
955,Reserve,2882,00000321,true
962,Release,3651
959,Reserve,3651,00000322,true
966,Release,4371
951,Reserve,3308,00000323,true
952,Reserve,5527,00000324,true
952,Release,5270
956,Reserve,2842,NotCross,true
956,Release,2858
955,Release,2896
957,Release,3481
958,Reserve,5702,NotCross,true
959,Release,3836
963,Reserve,2896,00000325,true
963,Reserve,2639,NotCross,true
963,Reserve,2382,00000326,true
963,Reserve,2125,NotCross,true
951,Reserve,3304,00000327,true
951,Release,3320
952,Reserve,5564,00000328,true
952,Release,5307
956,Reserve,2838,NotCross,true
956,Release,2854
958,Reserve,5700,NotCross,true
960,Reserve,3836,00000329,true
964,Release,5273
951,Reserve,3300,00000330,true
951,Release,3316
952,Reserve,5601,00000331,true
952,Release,5344
963,Reserve,1921,NotCross,true
963,Release,3478
964,Reserve,5530,NotCross,true
967,Reserve,3478,00000332,true
967,Release,3736
968,Reserve,3736,00000333,true
952,Reserve,5662,00000334,true
956,Reserve,2834,NotCross,true
956,Release,2850
955,Reserve,2878,00000335,true
960,Release,4079
966,Reserve,4079,00000336,true
951,Reserve,3296,00000337,true
951,Release,3312
952,Release,5405
956,Reserve,2830,NotCross,true
956,Release,2846
955,Reserve,2874,00000338,true
955,Release,2890
957,Release,3413
963,Release,3410
964,Reserve,5567,NotCross,true
966,Release,4289
967,Reserve,3410,00000339,true
968,Release,3918
951,Reserve,3292,00000340,true
951,Release,3308
952,Release,5466
955,Reserve,2870,00000341,true
955,Release,2886
961,Reserve,5256,NotCross,true
961,Reserve,5255,00000342,true
961,Reserve,5252,00000343,true
963,Release,2896
964,Reserve,5604,NotCross,true
951,Reserve,3288,00000344,true
951,Release,3304
952,Reserve,5659,NotCross,true
956,Reserve,2826,NotCross,true
957,Release,3156
964,Reserve,5665,NotCross,true
967,Release,3645
968,Reserve,3645,00000345,true
952,Reserve,5658,NotCross,true
955,Reserve,2866,00000346,true
955,Release,2882
956,Reserve,2822,NotCross,true
958,Reserve,5678,NotCross,true
961,Reserve,5249,00000347,true
963,Release,2382
964,Reserve,5726,NotCross,true
967,Reserve,3404,00000348,true
968,Release,3830
951,Reserve,3284,00000349,true
951,Release,3300
955,Reserve,2862,00000350,true
955,Release,2878
956,Reserve,2818,NotCross,true
964,Reserve,5787,NotCross,true
951,Reserve,3280,00000351,true
951,Release,3296
955,Reserve,2858,00000352,true
955,Release,2874
956,Reserve,2561,NotCross,true
957,Release,2899
952,Release,5527
961,Reserve,5188,00000353,true
965,Reserve,4893,NotCross,true
965,Reserve,4895,00000354,true
967,Release,3554
968,Reserve,3554,00000355,true
951,Reserve,3276,00000356,true
951,Release,3292
953,Release,4539
955,Reserve,2854,00000357,true
955,Release,2870
964,Reserve,5784,NotCross,true
965,Reserve,4898,NotCross,true
968,Release,3793
951,Reserve,3272,00000358,true
951,Release,3288
955,Reserve,2850,00000359,true
955,Release,2866
956,Reserve,2304,NotCross,true
965,Reserve,4901,00000360,true
965,Reserve,4902,NotCross,true
967,Reserve,3400,00000361,true
951,Reserve,3268,NotCross,true
954,Reserve,1763,NotCross,true
954,Reserve,1967,NotCross,true
954,Reserve,2224,NotCross,true
954,Reserve,2481,NotCross,true
957,Reserve,2657,NotCross,true
951,Reserve,3011,NotCross,true
952,Release,5564
955,Reserve,2846,00000362,true
955,Reserve,2589,NotCross,true
955,Release,2862
961,Reserve,5127,00000363,false
967,Release,3478
968,Reserve,3478,00000364,false
961,Reserve,5127,00000365,false
964,Reserve,5781,NotCross,true
965,Release,4895
968,Reserve,3478,00000366,true
968,Release,3736
955,Release,2858
956,Reserve,2047,NotCross,true
957,Release,2645
961,Reserve,5127,00000367,true
964,Reserve,5780,NotCross,true
965,Reserve,4912,NotCross,true
965,Reserve,4913,NotCross,true
951,Reserve,2754,NotCross,true
956,Reserve,1843,NotCross,true
957,Reserve,2660,NotCross,true
961,Release,5255
967,Reserve,3396,00000368,true
953,Reserve,4525,NotCross,true
953,Reserve,4524,00000369,true
953,Reserve,4521,00000370,true
954,Reserve,2485,NotCross,true
955,Reserve,2332,NotCross,true
963,Reserve,1921,NotCross,true
963,Reserve,2125,NotCross,true
963,Reserve,2382,00000371,true
963,Reserve,2639,NotCross,true
965,Release,4901
967,Release,3410
968,Reserve,3410,00000372,true
957,Reserve,2663,NotCross,true
961,Reserve,5060,00000373,true
965,Reserve,4974,NotCross,true
968,Release,3645
951,Reserve,2497,00000374,true
953,Reserve,4450,00000375,true
955,Reserve,2075,NotCross,true
955,Release,2854
957,Reserve,2406,NotCross,true
961,Release,5252
963,Reserve,2896,00000376,true
955,Reserve,1871,NotCross,true
957,Reserve,2149,00000377,true
951,Reserve,2240,NotCross,true
954,Reserve,2489,NotCross,true
957,Reserve,1945,NotCross,true
958,Reserve,5700,NotCross,true
958,Reserve,5702,NotCross,true
965,Reserve,5035,NotCross,true
967,Reserve,3392,00000378,true
961,Reserve,5017,00000379,true
967,Release,3404
968,Reserve,3404,00000380,true
968,Release,3554
962,Reserve,3554,00000381,true
962,Reserve,3552,NotCross,true
961,Release,5249
951,Reserve,1983,NotCross,true
953,Reserve,4368,00000382,true
955,Release,2850
958,Reserve,5641,00000383,true
967,Reserve,3388,00000384,true
967,Release,3400
968,Reserve,3400,00000385,true
951,Reserve,1779,NotCross,true
963,Reserve,2890,00000386,true
967,Reserve,3384,00000387,true
957,Release,2657
961,Reserve,4956,00000388,true
965,Reserve,5078,NotCross,true
967,Reserve,3380,00000389,true
967,Release,3396
968,Release,3478
954,Reserve,2493,NotCross,true
956,Release,2561
962,Release,3560
961,Release,5188
959,Reserve,3560,00000390,true
959,Reserve,3484,00000391,true
964,Reserve,5770,NotCross,true
967,Reserve,3376,00000392,true
967,Release,3392
953,Reserve,4286,00000393,true
958,Reserve,5580,00000394,true
959,Reserve,3416,00000395,true
959,Release,3799
960,Reserve,3799,00000396,true
960,Reserve,3800,NotCross,true
967,Reserve,3372,00000397,true
967,Release,3388
959,Reserve,3159,00000398,true
959,Release,3742
961,Release,5127
964,Reserve,5769,NotCross,true
968,Reserve,3396,00000399,true
953,Release,4524
955,Release,2846
959,Reserve,2902,00000400,true
959,Reserve,2645,00000401,true
959,Release,3651
960,Release,4012
961,Reserve,4895,00000402,true
963,Reserve,2886,00000403,true
963,Release,2382
966,Reserve,4012,00000404,true
967,Reserve,3368,00000405,true
967,Release,3384
968,Release,3410
959,Reserve,2388,00000406,true
961,Reserve,4834,00000407,true
961,Release,5060
962,Release,3557
964,Reserve,5766,NotCross,true
965,Reserve,5145,NotCross,true
966,Release,4207
967,Reserve,3364,00000408,true
967,Release,3380
952,Reserve,5648,NotCross,true
952,Reserve,5647,NotCross,true
952,Reserve,5644,NotCross,true
953,Reserve,4204,00000409,true
958,Reserve,5543,00000410,true
959,Release,3560
961,Reserve,4794,00000411,true
961,Reserve,4754,00000412,true
964,Reserve,5763,NotCross,true
967,Reserve,3107,NotCross,true
961,Reserve,4690,00000413,true
961,Release,5017
962,Release,3554
964,Reserve,5761,NotCross,true
967,Release,3376
952,Reserve,5583,NotCross,true
953,Release,4521
959,Reserve,2385,NotCross,true
959,Release,3484
960,Release,3924
961,Reserve,4625,00000414,true
961,Release,4956
966,Reserve,3924,00000415,true
968,Reserve,3392,00000416,true
961,Release,4895
963,Reserve,2882,00000417,true
965,Reserve,5206,00000418,true
966,Release,4146
967,Reserve,2850,00000419,true
951,Release,2497
953,Reserve,4143,00000420,true
954,Reserve,2497,00000421,true
958,Reserve,5506,00000422,true
961,Reserve,4518,00000423,true
961,Release,4834
962,Reserve,3530,NotCross,true
963,Release,2896
968,Release,3404
954,Reserve,2501,NotCross,true
961,Reserve,4447,00000424,true
961,Release,4794
964,Reserve,5748,NotCross,true
965,Reserve,5205,00000425,true
954,Reserve,2505,NotCross,true
956,Reserve,1843,NotCross,true
956,Reserve,2047,NotCross,true
956,Reserve,2304,NotCross,true
956,Reserve,2561,00000426,true
959,Reserve,2382,00000427,true
959,Release,3416
960,Release,3836
961,Reserve,4365,00000428,true
961,Release,4754
966,Reserve,3836,00000429,true
968,Reserve,3388,00000430,true
968,Release,3400
952,Reserve,5546,NotCross,true
953,Release,4450
954,Reserve,2509,NotCross,true
957,Release,2149
961,Reserve,4283,00000431,true
961,Release,4690
964,Reserve,5739,NotCross,true
966,Release,4079
967,Reserve,2593,NotCross,true
967,Release,3372
968,Reserve,3384,00000432,true
953,Reserve,4076,00000433,true
954,Reserve,2513,NotCross,true
954,Release,2497
958,Reserve,5445,00000434,true
961,Reserve,4201,00000435,true
961,Release,4625
968,Reserve,3380,00000436,true
968,Release,3396
953,Release,4368
956,Reserve,2818,NotCross,true
959,Release,3159
963,Reserve,2878,00000437,true
967,Reserve,2336,NotCross,true
968,Reserve,3376,00000438,true
